Token,NER_label
هیچ,O
خانم,O
ستاد,B_ORG
شد,O
اتومبیلرانی,I_PER
ملل,I_ORG
سایپا,B_ORG
ابراهیم,B_PER
طرح,O
لازم,O
علمی,I_PER
۱۴۰۰,I_DAT
یزدانی,I_PER
اشاره,O
فولاد,B_ORG
تو,O
مجمع,B_ORG
سفید,I_LOC
بنفشه,I_ORG
اور,O
همه,O
تولید,O
داشته,O
و,O
ویژگی,O
مجلس,B_mainLOC
نام,O
بیافتد,O
،,I_LOC
توانند,O
تاجی,O
دوره,O
بروز,O
خراسان,B_mainLOC
است,O
ری,B_LOC
ایران,B_NAT
شهید,B_PER
حسابداری,O
انبار,I_EVE
ابی,I_ORG
رجایی,B_PER
اللهی,I_PER
بهرامی,I_PER
.,O
بیمارستان,B_ORG
استان,I_ORG
:,I_ORG
عوامل,O
امضاء,O
که,O
اقتصاد,O
شدن,O
جانشین,O
افق,B_ORG
کنفرانس,B_EVE
دوره,I_EVE
؛,O
و,O
مسلح,I_ORG
سال,B_DAT
دوره,I_EVE
افرادی,O
به,O
تولید,O
بهمن,I_DAT
سه,O
تعداد,O
سلیمان,B_PER
پرورش,O
در,O
در,O
مصوبه,O
زنگنه,B_PER
سلطانیه,I_LOC
بگیرد,O
در,O
با,O
امری,O
قدرت,O
شعبان,I_DAT
پالو,I_PER
ها,O
تیم,O
بینالمللی,I_EVE
هشت,B_DAT
مردم,O
سازی,O
حقوق,I_ORG
سایت,B_LOC
فرهنگ,I_ORG
و,I_PER
مرکزی,I_LOC
کش,O
یک,I_DAT
شب,B_EVE
اموزش,I_LOC
پزشکی,I_ORG
می,O
پردازد,O
سوء,O
رضایی,I_PER
ندامتگاه,B_ORG
اهو,B_LOC
اصل,I_PER
،,O
دهمین,B_DAT
خبرگزاری,B_ORG
بر,O
شود,O
##ر,I_DAT
عج,I_LOC
مرکز,B_ORG
اراک,B_LOC
نگهبان,I_ORG
یزد,I_LOC
شمخانی,B_PER
بوشهر,B_LOC
رسول,B_PER
رادیو,B_ORG
٣,B_DAT
:,O
مشکلات,O
استان,O
و,I_PER
اده,I_PER
و,O
بلند,O
دهه,B_EVE
ایرنا,B_ORG
منطقه,B_LOC
چین,B_LOC
امریکا,B_LOC
کشور,I_PER
دقیقه,I_TIM
خانواده,I_ORG
و,I_TIM
و,O
ماه,O
ع,I_mainLOC
مشهد,I_ORG
و,O
جهاد,I_ORG
اسلامی,I_ORG
۳,I_DAT
عقل,O
ای,O
خطیب,I_PER
سوخت,O
اساس,O
علوم,I_ORG
تهران,I_mainLOC
کوهان,I_LOC
استان,I_ORG
ارلی,B_PER
رسانی,I_ORG
بسیج,I_ORG
هستند,O
کارشناس,I_PER
بازار,O
گروه,B_ORG
به,O
دیگر,O
مرکزی,I_PER
اصغر,I_PER
گذشته,I_DAT
برگزار,O
کمیته,B_ORG
سایت,B_LOC
ملل,I_ORG
و,I_ORG
کشور,O
ایران,I_ORG
و,I_PER
جمهوری,I_EVE
امداد,O
ماهانه,B_DAT
هستند,O
تونس,I_ORG
به,O
ششصد,O
عرب,B_NAT
اما,O
نیکوی,I_PER
از,O
نمایش,B_EVE
فرانسه,B_NAT
کارگر,I_ORG
اگر,O
راه,O
جلب,B_LOC
کاملا,O
مثل,O
؛,O
الملل,I_ORG
پور,I_PER
بهره,O
سطوح,O
اسیا,B_mainLOC
کارگردان,O
است,O
فرهاد,B_PER
خصوصی,O
استان,B_LOC
و,I_ORG
حالت,O
،,O
ملی,I_ORG
تیلور,B_PER
به,O
می,O
شبستان,I_ORG
بسته,O
-,O
ترخیص,O
##نفر,I_PER
شرکت,O
فعال,O
جاسوسی,I_ORG
سازمان,B_ORG
احمدی,B_PER
به,O
بهشتی,I_ORG
جلسه,O
همایش,I_ORG
نیز,O
استان,B_ORG
اقای,I_ORG
اندیکا,B_LOC
جریان,O
##وند,I_PER
محمد,B_PER
پردازی,O
البرز,I_LOC
انتقالاتی,O
خارج,O
نسل,O
اسلامی,I_EVE
هدف,B_EVE
شد,O
بخش,O
ای,I_EVE
توسعه,I_EVE
دانشگاه,B_ORG
داشته,O
/,I_ORG
رسانه,I_EVE
منطقه,B_LOC
و,I_EVE
محتواهای,O
گزارش,O
نیشابور,I_PER
پنج,I_DAT
شب,B_EVE
بیمار,I_PER
پرسپولیس,B_ORG
حرکت,O
.,O
عیان,O
است,O
مشهد,B_mainLOC
تسهیل,O
تنبلی,I_EVE
کریمی,I_PER
می,O
توجه,O
در,O
فارس,I_ORG
این,O
تامین,O
،,I_EVE
شدن,O
:,I_LOC
های,I_ORG
از,O
داشتند,O
مهاجرت,B_EVE
تصادف,O
ایران,I_LOC
حدود,O
ع,O
##ه,I_LOC
اکسیده,O
تبلیغاتی,O
قدس,I_ORG
ارتش,B_ORG
پس,O
تی,I_ORG
ادامه,O
:,I_TIM
موسیقی,O
رضوی,I_LOC
امریکا,I_ORG
نظرات,O
امام,B_PER
مانده,O
بانوان,B_ORG
وزراتخانه,B_ORG
انقلاب,I_EVE
،,O
گیلان,B_LOC
استقلال,B_ORG
مجلس,B_ORG
دولت,B_ORG
کرد,O
فارس,I_ORG
دمیر,B_PER
فاطمه,I_DAT
امیر,B_PER
قزوین,B_mainLOC
۴۷۲,O
##یات,O
حفظ,O
امریکا,B_LOC
شبکه,O
باید,O
تنها,O
داد,O
فریبرز,B_PER
الاقصی,I_mainLOC
ایران,B_LOC
معظم,I_PER
کارخانه,B_ORG
علمیه,I_ORG
شریعتمداری,I_PER
مجلس,B_ORG
عرضه,O
های,I_LOC
گفت,O
حاج,B_PER
بوشهر,I_LOC
امواج,O
،,O
.,O
فصل,B_DAT
دوران,O
سازی,O
انسجام,O
زاده,I_PER
۲۰,I_LOC
سجادیه,O
خیلی,O
و,I_ORG
منافع,O
شهر,B_mainLOC
یک,O
بلیط,O
اشتباهات,O
خیران,B_LOC
مقدس,I_EVE
امروز,I_TIM
شد,O
تعطیل,O
ایین,B_EVE
صباح,B_PER
سومین,I_EVE
بیماری,O
ماه,I_DAT
شنبه,I_TIM
قلم,I_EVE
شمال,B_LOC
سرم,I_ORG
دی,B_DAT
پیک,B_EVE
شده,O
سفارت,B_LOC
ارزش,O
پر,O
علیهما,I_PER
خانواده,O
المللی,I_EVE
رژیم,B_ORG
محاسبات,I_ORG
همه,B_DAT
مهندسی,O
:,O
:,O
،,O
جشنواره,I_EVE
اسیایی,I_EVE
و,O
به,O
سالهای,O
اشاره,O
احمد,I_PER
حسن,B_PER
شهادت,I_ORG
و,O
ساله,I_DAT
ملزم,O
س,I_ORG
ایرانی,I_ORG
کرونا,O
حضرت,B_PER
بر,O
کرده,O
گردیده,O
،,O
تاش,O
به,O
لايوس,B_LOC
چیزی,O
تهران,I_PER
حمید,B_PER
دارای,O
که,O
سیاسی,I_PER
مدیر,O
شورای,B_ORG
نماز,B_EVE
سال,B_DAT
شناخت,O
جدید,I_DAT
دامی,I_EVE
های,O
اله,I_LOC
مهدی,B_PER
الملک,I_PER
و,I_ORG
شاهچراغی,I_PER
##۱۹,O
،,O
تی,B_NAT
عرضه,O
همایش,I_EVE
حکیم,I_PER
۲۴,I_LOC
شوند,O
عراق,B_LOC
زمانی,O
و,I_ORG
تلفیق,I_ORG
تهران,B_mainLOC
،,O
مکزیک,B_LOC
گردد,O
روسیه,B_LOC
،,O
دانشگاه,B_ORG
۲۸,I_DAT
فشارهای,O
ان,O
نگهبان,I_PER
دیگرشان,O
شرایط,O
و,O
در,O
را,O
زمین,O
خودم,O
نویدکیا,B_PER
کشور,O
:,O
دوم,O
می,O
مدنظر,O
نوس,I_mainLOC
ریاض,B_LOC
حسین,I_PER
ناکافی,O
که,O
کشور,B_LOC
و,I_ORG
شود,O
ماه,B_DAT
را,O
زدایی,O
کنترل,O
یا,O
چهل,B_EVE
پایش,O
کرده,O
سال,B_DAT
دانشجو,I_ORG
توانستند,O
:,O
در,O
کنترل,O
اسلام,I_PER
که,O
؛,O
به,O
ایران,B_NAT
الاسلام,O
جلوی,O
از,O
بیمارستان,B_mainLOC
دانشگاه,I_ORG
گذشت,O
اطلاع,O
جاری,I_DAT
و,O
اصفهانی,B_NAT
است,O
را,O
پاکستان,I_ORG
،,I_ORG
برای,O
##sh,I_PER
خبرگزاری,B_ORG
قانونی,I_ORG
گرافیست,O
پرورش,I_ORG
بختیاری,I_PER
تیپ,B_ORG
۱۴۰۰,I_DAT
جواد,I_PER
و,O
علی,B_LOC
ما,O
بهتری,O
گرفت,O
مقررات,O
خودرویی,O
عمومی,I_ORG
.,O
با,O
اداره,I_ORG
به,I_PER
اسلامی,I_ORG
مدیرکل,B_PER
و,O
ژانویه,I_TIM
بر,O
سهام,I_ORG
امنیتی,O
چه,O
پیشگیری,O
مطلبی,O
سازمان,B_ORG
دهه,B_DAT
بیان,O
tal,I_PER
و,I_ORG
مردم,B_NAT
و,O
روز,B_EVE
دستورالعمل,O
و,I_PER
می,O
تعجیل,O
خیراباد,I_PER
دی,I_DAT
سطوح,O
دام,O
اساتید,O
سازمان,B_ORG
۵,I_LOC
ابول,I_PER
کرد,O
بی,O
گونه,O
ایران,B_LOC
سازمان,B_ORG
بود,O
ازاد,I_LOC
که,O
ایتالیا,B_LOC
یک,B_TIM
البته,O
برجسته,O
عبدالرضا,I_PER
نبود,O
پرسپولیس,I_ORG
مسدود,O
استان,I_ORG
امروز,B_TIM
کلنگ,I_EVE
و,I_ORG
و,I_PER
خود,O
مرزداران,O
بدیل,I_EVE
تهران,I_PER
گردد,O
هر,O
از,O
مهدویت,I_ORG
در,O
کانون,B_ORG
استارا,B_LOC
در,O
ایران,B_LOC
فضای,O
ان,O
،,I_PER
کرسی,O
اساس,O
در,O
##s,I_ORG
ورزشی,I_EVE
ماه,B_DAT
اعلام,O
با,O
شیراز,B_LOC
:,I_PER
بعدی,O
کنکور,O
در,O
از,O
،,O
ششم,I_DAT
ارتباطی,O
خویش,O
حمیدرضا,B_PER
نگاه,O
گروه,B_ORG
کمیسیون,B_ORG
۱۴۰۰,I_DAT
داودابادی,I_PER
اقتصادی,O
سال,B_DAT
##جان,I_LOC
لاستیک,O
تبلیغات,I_PER
نشست,B_EVE
اس,I_ORG
،,O
سازان,I_ORG
حذف,O
اما,O
نویسی,O
سپاسی,B_PER
##خوان,O
در,O
امیرالمومنین,I_PER
جبهه,O
رو,O
رهبر,B_PER
قبل,B_DAT
"""",I_NAT
:,O
ایستگاه,O
ماه,I_DAT
اختصاصی,O
در,O
لندن,B_LOC
مایکروسافت,B_ORG
توسط,O
ضریب,B_EVE
شیراز,I_LOC
در,O
همراه,B_ORG
به,O
ها,O
و,O
موسسه,B_ORG
است,O
خودکار,O
##ی,I_PER
،,O
قرارگاه,B_ORG
امروز,B_DAT
این,O
##اک,I_LOC
پژوهشگاه,I_ORG
در,O
موفق,O
کاخ,B_LOC
بمناسبت,O
همچنین,O
،,I_ORG
ان,O
،,O
روز,B_DAT
شهرستان,I_ORG
انجا,O
مسعود,I_PER
حلقه,O
سبز,O
تفکرات,O
یحیی,B_PER
سخنگوی,O
،,O
این,O
اعتقادی,O
برنارد,B_PER
کسی,O
وجود,O
راستای,O
زاده,I_PER
زهی,I_PER
بنابراین,O
امنیت,I_ORG
،,O
فروزانفر,B_PER
مرکز,B_ORG
بسیار,O
فکری,B_PER
نشست,O
مانور,O
الحسن,I_PER
وزیر,B_PER
به,O
:,O
طرح,O
اهمیت,O
:,O
قايمیان,I_PER
رژیم,B_ORG
فرهادی,I_PER
که,O
جذاب,O
کتاب,O
کرونا,O
،,O
کشته,O
فرایندی,O
رضوی,I_mainLOC
کنند,O
در,O
نیمه,O
پیام,O
تحمیل,O
سازمان,B_ORG
نوش,B_LOC
معرفی,O
اواسط,B_DAT
حوزه,I_ORG
های,O
۸۰,O
استان,I_PER
مهران,B_PER
جمعیت,O
ماه,I_DAT
در,O
شهید,O
با,O
بودند,O
خطیبی,B_PER
بهمن,O
کرده,O
چندین,O
##قدرت,I_PER
افغانستان,B_LOC
بیش,B_DAT
امسال,O
امریکایی,B_NAT
پارلمان,O
داشتند,O
پور,I_PER
و,I_PER
مهر,B_DAT
جمعی,O
امسال,B_DAT
پور,I_PER
حقوق,O
این,O
.,O
.,O
مقدس,I_LOC
استفاده,O
امام,I_ORG
و,O
پایان,B_DAT
معاون,O
علیه,O
به,O
،,I_PER
##دری,I_PER
تهران,B_LOC
خودگردان,I_ORG
می,O
هاست,I_DAT
ابادان,B_LOC
اگاهی,I_ORG
پرداخت,O
و,O
گنبدی,B_NAT
عزت,O
در,O
انگلیس,I_ORG
اکادمی,B_ORG
عملا,O
جامعه,O
وزیر,B_PER
از,O
عمومی,I_ORG
ام,O
شده,O
مناطق,O
تا,O
دست,O
باید,O
؛,O
گفته,O
مجالس,O
نشست,B_EVE
سال,I_EVE
و,O
و,O
روسیه,B_LOC
ناچیز,O
ایجاد,O
خوزستان,B_mainLOC
و,O
کردستان,B_LOC
خبرنگار,O
مهدی,B_PER
.,O
تعطیلی,O
تخصصی,O
ترکیه,B_LOC
باشکوه,O
نمی,O
سرطان,O
استقلال,I_ORG
خصوص,O
تولید,O
ترامپ,B_PER
و,O
در,O
زمینه,O
فیفادی,B_DAT
گزارش,O
مبتلا,O
سال,B_DAT
مدیریت,I_ORG
رییس,O
سید,B_PER
شود,O
پنج,B_DAT
است,O
امروز,I_DAT
باستان,I_NAT
جمهوری,I_ORG
دارند,O
بهداشتی,O
شرکت,O
رسانه,O
مصباح,I_PER
از,O
ها,O
مسجد,B_LOC
تاکنون,O
اعظم,I_PER
کانادایی,O
باشد,O
ایران,I_NAT
ملل,I_ORG
؟,O
الله,I_PER
خوزستان,B_LOC
در,O
،,I_DAT
زینلی,B_PER
در,O
که,O
بازدید,O
فردی,O
صعودی,O
از,O
و,O
کامپیوتر,O
شمال,B_LOC
کیک,O
این,O
طبیعت,O
بر,O
بین,I_ORG
یکم,B_DAT
مستندات,O
شهر,O
کرمانشاه,B_mainLOC
دهه,B_DAT
رژیم,B_ORG
کارت,O
ایثارگران,I_ORG
ایندە,O
اجرایی,I_ORG
هیچ,O
اصفهان,I_ORG
/,O
با,O
بهداشت,I_ORG
ورزش,B_ORG
سپاه,B_ORG
خمینی,I_PER
کودکان,I_EVE
المپیک,B_ORG
اجتماعی,I_ORG
انچه,O
کار,O
مبارک,O
معیشتی,O
امام,I_LOC
مقدس,O
اقتصاد,I_ORG
،,O
موضوعی,O
از,O
مختلف,I_EVE
دوره,O
سعیدی,I_PER
مواجهه,O
کلهری,B_PER
فاطمه,B_PER
اسکات,O
محمدر,B_PER
شیوع,B_EVE
و,O
تخریب,O
مجلس,B_ORG
مجلس,B_ORG
راه,O
مى,O
علیه,I_PER
نیز,O
ایرنا,B_ORG
قايمشهر,I_LOC
بیمارستان,B_LOC
خلق,O
برای,O
شوک,O
خبرگزاری,I_PER
تنی,O
ایرنا,B_ORG
فرانسوی,B_NAT
های,O
در,O
پودر,I_EVE
امروز,B_DAT
دارند,O
حرفه,O
تجاری,O
جمادی,I_DAT
موضوع,O
کرد,O
به,O
مراحل,O
الله,B_PER
داد,O
،,O
۹۹,I_DAT
است,O
با,I_EVE
افغانستان,B_LOC
درود,B_LOC
داغ,O
ایام,O
اذر,I_DAT
فارس,I_ORG
در,O
کامرانی,I_PER
مهرام,B_ORG
در,O
عقیل,I_LOC
نصر,I_PER
گردان,B_ORG
کل,I_ORG
ترتیب,O
پالایش,B_ORG
و,O
داد,O
خاکساری,I_PER
درانجا,O
در,O
کار,O
خانه,I_ORG
لوی,B_PER
.,O
حوزه,B_ORG
مرزن,I_LOC
کوتاهی,O
اسلامی,I_EVE
و,O
##ب,O
خدشه,O
به,O
و,O
های,O
امداد,I_ORG
دفن,O
خبرگزاری,B_ORG
دشمنان,O
می,O
متوقف,O
کرد,O
مسلمانان,O
رای,O
های,O
و,O
بورس,B_ORG
صاحب,I_LOC
مورد,O
شیرکوه,I_LOC
،,O
اوکراین,B_LOC
ابتدا,O
های,O
امداد,I_ORG
در,O
مختاری,I_PER
شورای,I_ORG
ایین,O
استان,B_LOC
شورای,B_ORG
های,O
اداره,B_ORG
علیرضا,B_PER
شرایطش,O
امروز,B_DAT
صادارت,O
واردات,O
شوراهای,B_ORG
را,O
کتاب,O
مبتلا,O
تندیس,O
و,O
فیسبوک,I_ORG
دیدار,O
بلند,O
ایرانی,B_NAT
و,O
با,O
استاندار,O
انقلاب,B_EVE
اغاز,B_EVE
ها,O
حاضر,O
مقام,B_PER
دهه,B_DAT
بهره,O
حضرت,I_LOC
اردبیل,B_LOC
فوریت,O
رفاه,I_ORG
های,I_ORG
توانست,O
سید,B_PER
شورای,I_ORG
خشم,O
هیات,B_ORG
برد,O
دستمزد,O
جعفری,I_PER
مصباح,B_LOC
اینکه,O
روضه,O
ترابایت,O
نشست,B_EVE
هنری,I_ORG
همه,O
هوشمند,I_PER
امریکا,B_LOC
زاده,I_PER
متین,B_PER
که,O
سازمان,B_ORG
و,O
دفاع,I_DAT
شده,O
##ی,I_PER
##یی,O
اوجی,O
خبرگزاری,B_ORG
برنج,O
نسا,B_PER
سپاه,B_ORG
سایر,O
.,O
کلانتری,I_LOC
جمعه,I_DAT
:,O
اجتماعات,O
حضور,O
درباره,O
الله,B_PER
خبرگزاری,B_ORG
محمود,O
خبرنگار,B_PER
اقدام,O
امین,I_LOC
هشتم,I_DAT
بزرگ,O
برای,O
پیش,O
چهارسال,B_DAT
لاری,O
ایران,B_LOC
ابوسعید,B_PER
قانونی,I_ORG
،,I_PER
خبرگزاری,B_ORG
از,I_mainLOC
قزوین,I_ORG
ترامپ,B_PER
شرایطی,O
گلدسته,I_EVE
بیمارستان,B_ORG
مدیر,B_PER
دی,B_DAT
خصوصا,O
دره,I_LOC
اسفندماه,I_DAT
مساجد,O
به,O
عراق,I_mainLOC
خواری,I_EVE
-,I_PER
الکترونیکی,O
شده,O
عملیات,B_EVE
و,I_ORG
و,O
حسن,B_PER
دونالد,I_ORG
برای,O
شعبه,B_ORG
مومنانه,O
رسید,O
زاده,I_PER
حضرت,B_PER
مشهد,I_LOC
اومی,I_EVE
و,O
این,O
که,O
جمهور,I_PER
یدکی,I_PER
نور,O
،,I_PER
ان,B_DAT
این,O
نیمی,O
دی,B_DAT
##ابر,I_PER
،,I_ORG
دولت,B_ORG
وجود,O
یوفا,I_ORG
خصوص,O
کردند,O
مهمی,O
مهر,I_PER
مبارک,I_DAT
درصد,O
به,O
پیشنهاد,O
این,O
شرایط,O
بازگشایی,O
در,O
تولید,O
ابوالفضل,B_PER
انقلاب,B_EVE
گروه,B_ORG
فناوری,I_ORG
روز,B_DAT
پایان,O
؛,O
و,I_ORG
گذاشته,O
رو,I_DAT
قطر,B_NAT
استاندار,B_PER
مردم,B_NAT
گیشه,B_ORG
مرکز,B_ORG
طبق,O
.,O
هیل,I_ORG
تومان,O
ابراهیم,B_PER
استاد,B_PER
جمهوری,B_NAT
"""",I_PER
شعب,O
دانشگاه,B_ORG
اذربایجان,B_LOC
ازاد,I_LOC
را,O
عراق,I_ORG
شده,O
جنوبی,I_LOC
گرمکن,O
هشتم,I_DAT
اموال,O
ابان,I_LOC
حال,O
اوقاف,I_ORG
ایران,B_mainLOC
مع,B_PER
۱۰,B_DAT
برای,O
روحانی,B_PER
فال,O
برتر,I_EVE
استان,I_LOC
المپیک,B_EVE
فنی,I_PER
بازی,O
ملح,I_PER
العسل,I_ORG
همت,O
حشد,I_ORG
بازگردد,O
چهارمین,B_EVE
حاج,I_EVE
نارنجی,O
چهارمحال,B_mainLOC
در,O
اداری,I_ORG
همچنان,O
مناطق,I_ORG
می,O
سلیمانی,I_PER
:,I_LOC
دهد,O
از,O
خاند,I_PER
تقریبا,O
رفت,O
حضرت,B_PER
می,O
عرصه,O
پزشکی,I_PER
به,O
استان,I_PER
از,O
/,I_DAT
ایرنا,B_ORG
حجت,O
را,O
دادم,O
عادی,O
و,O
سال,B_DAT
که,O
واکسن,O
و,O
چین,I_PER
کم,O
##خالد,I_PER
طالبان,B_ORG
تصور,O
بنیاد,B_ORG
بهزیستی,B_ORG
عفو,O
امروز,B_DAT
کنید,O
ازاد,I_PER
قزوین,I_LOC
دیگر,O
این,O
سربازان,I_ORG
؛,I_ORG
روند,O
گرفتن,O
دریافت,O
دانشگاه,B_ORG
سواداموزی,I_ORG
دوست,O
توجه,O
اخیر,O
را,O
الکترونیک,I_ORG
انگلیس,B_LOC
دوره,I_EVE
حفظ,O
عمان,B_LOC
دبیر,O
شهدا,O
انتخابات,B_EVE
تیم,B_ORG
رحمتی,B_PER
تشریح,O
مابین,O
منظور,O
هویت,O
مرکزی,I_ORG
ازاد,I_ORG
جمهوری,B_ORG
است,O
خلیج,I_LOC
کرمان,B_LOC
گیر,O
حقوقی,I_ORG
##m,I_ORG
کی,B_LOC
نبود,O
۱۹,I_DAT
امنیتی,I_ORG
شدگان,I_PER
فرزندش,O
های,I_ORG
اقتصادی,O
گیلان,I_LOC
پارس,B_ORG
ارزشی,O
خود,O
است,O
اینده,I_PER
رهبری,I_EVE
زاده,I_PER
محله,B_mainLOC
شود,O
نوامبر,I_DAT
سعیده,B_PER
معاونت,B_ORG
شکست,O
امریکایی,B_NAT
پلوسی,I_PER
دادستانی,B_ORG
شوشتری,I_PER
ایرنا,B_ORG
زندگی,I_ORG
شفای,O
رویترز,B_ORG
شبستان,B_LOC
:,O
مرکزیتی,O
بنفشه,I_ORG
قالب,O
امسال,I_DAT
بود,O
کار,O
اطلاع,I_ORG
z,O
که,O
کیهان,B_ORG
برای,O
در,O
حاجتی,I_PER
الودگی,I_ORG
در,O
رهبر,O
سال,I_DAT
شیخ,B_PER
اصلی,O
وجود,O
با,O
سود,O
ای,O
،,I_PER
پیامی,O
حسینی,I_PER
استانه,B_LOC
کرونا,O
ایرانی,B_NAT
قامت,O
صدر,O
عیسی,B_PER
حاج,I_PER
ایثارگر,O
هزار,O
فروشگاه,I_ORG
عرضه,O
فیلم,I_EVE
چهارم,I_DAT
برای,O
تصمیمات,O
اول,O
دولت,O
سندروم,B_EVE
گروه,B_ORG
اسنودن,I_PER
کشور,O
این,O
فشار,O
می,O
توضیحات,O
الوده,O
مناطق,O
اعمال,O
سلیمانی,I_PER
وجود,O
های,I_mainLOC
استان,O
پیست,B_LOC
۱۷,I_LOC
۵,I_DAT
دولت,B_ORG
قران,O
قاسم,B_PER
سالگرد,I_EVE
تا,O
و,O
مسيولان,O
کرد,O
اورده,O
زهرا,I_EVE
در,O
نهادهای,B_ORG
زمان,O
ایلام,B_LOC
##ق,I_LOC
را,O
فروردین,I_DAT
ها,I_ORG
:,O
۱۸,O
ترمیمی,I_PER
اظهار,O
اند,O
بروز,O
قدس,I_mainLOC
زاده,I_PER
سال,B_DAT
برخی,O
بانک,I_ORG
یکدیگر,O
شبستان,I_ORG
یدالله,B_PER
دو,O
۲۲,I_DAT
یازده,I_TIM
یک,I_DAT
مقاومت,O
البرز,B_LOC
که,O
جنوبی,I_LOC
شمار,O
های,I_ORG
می,O
یا,O
اعتصاب,B_EVE
ورزش,B_ORG
پزشکی,I_ORG
مزاحم,O
،,O
جنوبی,I_ORG
اتش,I_ORG
واعظی,B_PER
دايمی,O
در,O
اداره,I_ORG
برگزار,O
برای,O
ویسی,I_PER
را,O
از,O
،,I_PER
به,O
),I_PER
امور,I_ORG
دولابی,I_PER
دونالد,B_PER
ساعت,B_TIM
تشخیص,I_ORG
استان,B_LOC
۶۰۰,O
امنیتی,I_PER
شود,O
الله,O
شهرستان,I_PER
این,O
کرونا,I_DAT
تونس,B_LOC
نوش,B_LOC
،,O
حفظ,I_ORG
ابی,B_PER
قابل,O
این,O
اصل,O
مشهد,I_ORG
حاج,I_EVE
پرستار,I_EVE
و,O
و,O
سويد,B_NAT
های,I_mainLOC
دراوردن,O
چهارشنبه,I_DAT
انزلی,B_LOC
انلاین,O
و,O
متوجه,O
رسانی,I_ORG
زاده,I_PER
فرانسه,B_LOC
حوزه,B_ORG
همان,O
فروش,O
اصفهان,B_LOC
ارتقای,O
اسلامی,I_NAT
احراز,O
زاید,I_PER
یابد,O
بامداد,I_TIM
بی,O
در,O
،,I_ORG
سوریه,B_LOC
وقوع,O
کشورها,O
۱۴,B_DAT
فضای,I_ORG
فر,I_PER
شد,O
معاون,B_PER
مسيولیت,O
دوی,B_PER
نقره,O
فارس,I_LOC
بولیوی,B_LOC
فرهنگ,I_ORG
گفتن,O
سوزی,I_EVE
شرکت,O
از,O
را,O
بین,I_ORG
دوربین,O
دولت,O
مشورت,O
شروع,O
زمینه,O
و,O
تهران,B_LOC
صدا,B_ORG
مرتضی,B_PER
العابدین,I_EVE
سوء,O
اسلامی,I_ORG
کنار,O
۸,B_DAT
راهکار,O
است,O
نیز,O
بانکها,B_ORG
الاول,I_DAT
گفت,O
در,O
اروپایی,B_NAT
شود,O
دقیقه,B_TIM
کرکوک,I_LOC
در,O
پایان,O
همایون,B_PER
ها,O
اذعان,O
انگیزه,O
##ويی,I_PER
است,O
##ل,O
؛,O
دولت,B_ORG
برجسته,O
حدود,O
دارد,O
هرمزگان,B_LOC
برکت,I_EVE
سرقت,O
قاسم,I_PER
ایران,B_NAT
همان,O
دانشگاه,I_ORG
هر,O
پیش,O
کاخ,B_ORG
خبرگزاری,B_ORG
حسنی,I_PER
را,O
سنت,I_NAT
جایی,O
دست,O
،,I_LOC
روستایی,I_EVE
ایران,I_EVE
در,O
اثرات,O
ساعت,B_TIM
ره,I_PER
باشگاه,B_ORG
میل,O
جیمز,B_PER
از,O
دارایی,O
هرات,I_LOC
شبستان,I_ORG
وزارت,B_ORG
و,O
به,O
سال,B_DAT
شورای,I_ORG
که,O
شادگان,B_LOC
و,I_ORG
شورای,I_PER
طی,O
اهواز,B_ORG
خبرنگار,O
حضرت,B_PER
جمهوری,I_EVE
با,O
سوگواره,I_EVE
ایرنا,B_ORG
##و,O
باش,O
سوری,I_EVE
و,O
برنا,I_PER
های,I_ORG
التعاون,O
خرید,O
در,O
چارسو,I_LOC
ولایت,I_LOC
زايران,O
تهرانپارس,B_LOC
مدیر,O
های,O
گفت,O
کج,O
اتاق,B_ORG
افریقا,B_mainLOC
ان,O
کیهان,I_PER
##ارز,I_PER
وقتی,O
تجهیزات,I_LOC
اظهار,O
نامناسب,O
اظهار,O
برای,O
کوچه,B_LOC
و,I_ORG
ان,O
در,O
شود,O
زنجان,B_LOC
مراجع,O
۳۰,B_TIM
بازی,O
واعظی,I_PER
اسفندماه,B_DAT
بر,O
به,O
پیتر,B_PER
عربستان,B_NAT
به,O
شد,O
های,I_ORG
شهرداری,I_ORG
وزارت,B_ORG
در,O
های,O
قضاییه,I_ORG
دوشنبه,O
بچشد,O
،,O
داعش,B_ORG
امیرعبداللهیان,B_PER
در,B_DAT
پیروزی,O
مسجدسلیمان,I_ORG
جمعه,I_DAT
ابادان,B_LOC
بذری,O
و,I_EVE
اهن,O
است,O
به,O
حجت,B_PER
ساعت,I_TIM
در,O
ماه,O
شورای,I_ORG
ماه,I_DAT
خدمات,O
و,O
ماه,I_DAT
بازرگانی,I_ORG
کارمندان,B_ORG
خبرگزاری,B_ORG
پنجشنبه,B_DAT
شرکت,B_ORG
بنیاد,B_ORG
تپه,I_LOC
:,O
حسین,B_PER
بگیریم,O
توطيه,O
شهرستان,B_LOC
که,O
که,O
اعلام,O
است,O
ناباوری,O
##ى,I_ORG
هم,O
اربعین,B_EVE
بیماری,I_ORG
احمد,B_PER
نور,O
،,O
علوم,I_ORG
کنار,O
و,O
پاسخی,O
دهه,B_EVE
حمایت,O
خبرنگار,B_ORG
لیبریا,B_LOC
حاجی,I_PER
را,O
اقتصادی,I_ORG
ساله,I_DAT
خودش,O
مهاجرت,B_EVE
داد,O
فجر,I_EVE
های,I_EVE
